LAMMPS data file via write_data, version 17 Apr 2024, timestep = 4951507, units = real

3000 atoms
2 atom types

2.4956680035311223 38.50433199648178 xlo xhi
2.4962767030406248 38.51372329694638 ylo yhi
2.496885402558174 38.52311459743232 zlo zhi

Masses

1 15.9994
2 28.0855

Atoms # charge

623 1 -1.2 4.361929818758487 3.9155665351113216 5.6083275505238674 1 1 0
27 2 2.4 3.8618581586343756 5.471268893407698 5.427249507089229 1 0 0
2108 1 -1.2 4.562216947005462 6.073698949655238 4.081488516978771 0 1 1
400 1 -1.2 4.341429185266865 6.343285724907318 6.7724632814122305 0 0 1
2392 1 -1.2 6.936427656232058 3.517162724979 5.781412065332298 0 0 1
2142 2 2.4 5.540799935075347 2.8016651516705964 5.281542618981936 0 1 0
1494 2 2.4 4.834918353865374 7.080895906837799 2.733470787817111 1 0 1
445 1 -1.2 5.728343693038072 2.6946459183729066 3.6911648086634137 0 1 1
2723 1 -1.2 6.327035124968923 7.799222308479155 2.8284796930426217 1 1 0
1318 1 -1.2 6.6387840354728525 7.604674749729106 6.824217464769965 1 0 0
2804 1 -1.2 8.406023135253225 5.784727902199837 6.3320777389323695 0 0 0
801 2 2.4 8.056097359523246 4.2767927807185435 6.7628629422385504 0 0 0
926 1 -1.2 9.30924654446585 3.263526566368107 6.722226662657084 0 1 0
762 2 2.4 8.215038751452468 7.417771952096542 6.260084392010581 1 1 1
1373 1 -1.2 12.707754429540143 5.659574059405047 4.016045100938554 1 1 0
1902 2 2.4 12.781168183320542 6.28711235527013 2.5000904299764626 0 0 1
1199 1 -1.2 13.151654177751663 5.290765347603229 6.921663421511564 0 0 0
2592 2 2.4 13.626257381787461 5.386293750572982 5.363779789281926 1 1 1
1276 1 -1.2 14.418428729611882 3.9153364810206392 5.0169495701453695 0 1 0
2480 1 -1.2 16.351700098971364 6.124339876098606 3.354708339775166 0 0 0
2462 1 -1.2 14.770734369751203 6.570515641984784 5.345113386187885 1 0 1
1467 2 2.4 16.345922073746237 6.859063207861431 4.847840745920793 -1 0 0
1978 1 -1.2 16.754112790075077 3.2337567462883072 6.085471931742031 -1 0 0
2113 1 -1.2 17.330136808030176 6.344461658230661 6.106207960935515 -1 0 0
933 2 2.4 15.64458802243464 2.826423423049095 4.983957627148605 0 0 1
1069 1 -1.2 16.234446133929985 2.763199000842294 3.4225401650657914 0 0 0
642 2 2.4 16.828261494235484 3.569080583304664 7.6867990124714165 0 1 0
2257 1 -1.2 21.145114614719777 6.029145570185335 4.210091375901723 0 1 1
2701 1 -1.2 19.91104622957838 6.213380427726827 6.545615563302041 -1 1 1
1245 2 2.4 20.831043675342332 7.0658485519831435 5.50155556184024 0 0 1
2425 1 -1.2 20.935292902682075 3.506129312707748 3.1743070615592868 0 1 1
180 2 2.4 21.237575826836338 5.10375715632305 2.8703729121666717 0 1 0
2619 2 2.4 18.46245976715224 6.080604781933136 7.328120572462298 1 0 1
2962 1 -1.2 22.195957276067297 7.6688707987618985 6.1549046313531885 0 0 0
640 1 -1.2 24.000973359691965 3.5542412047361385 3.8295945490380525 -1 1 0
1249 1 -1.2 27.354167795567495 7.1093125505961945 3.9485480368281545 0 0 1
1428 2 2.4 27.80273753751659 3.4956391241214844 4.907152005369589 0 0 1
1009 1 -1.2 27.778148174555064 4.585179911856301 3.6488826605529607 0 0 1
934 1 -1.2 26.225811504970437 3.029328896176011 5.138554254683468 0 0 0
1302 2 2.4 27.04596392230476 5.840353607271776 2.8667176683639797 -1 0 1
1133 1 -1.2 28.34271929786436 4.1214741616330315 6.351072819361399 0 0 0
2683 1 -1.2 29.848213508248325 6.739606437063297 3.4154133578962638 -1 0 1
486 2 2.4 29.614704893829753 7.552466132862501 7.437551832848008 0 0 0
2556 2 2.4 30.97471519711266 7.137960631660148 38.29707392239506 -1 0 0
92 1 -1.2 33.126849207049375 5.910971201731545 4.593304509602905 0 0 0
1518 2 2.4 33.020126258082485 7.609805858984399 4.556778186432712 1 1 0
13 1 -1.2 38.210624622326044 5.488240386922367 5.34010479518158 0 0 0
47 1 -1.2 33.624035748111524 3.0493535486901497 4.615993617045652 0 -1 0
582 2 2.4 34.06999141559142 4.598264110994288 4.19915764812635 0 0 1
2086 1 -1.2 35.60679776063632 4.848523306604326 4.7417994006162 0 0 0
855 2 2.4 36.87745611208325 4.647700033383733 5.791346819191928 -1 1 1
2578 1 -1.2 37.205552834958546 3.0229728307617516 5.812388329831428 0 0 0
1649 1 -1.2 36.49789623409829 5.079740917773405 7.297926247516442 -1 0 0
961 1 -1.2 34.04036787415833 4.47264656060561 2.5922174320519114 0 0 0
1602 2 2.4 5.029607829728896 7.778609348491001 7.154403853668404 0 0 0
1750 1 -1.2 4.366170288012235 8.860980640769688 6.0974268858405 0 0 -1
1395 2 2.4 4.111497060657593 10.45953271666895 5.747193674614383 1 0 -1
2103 2 2.4 6.55029230933269 11.576273894327368 4.287032921146129 0 1 0
529 1 -1.2 5.597445959415193 11.195955448443323 5.5612712243211115 1 0 0
743 1 -1.2 7.231096880468314 10.181648512442692 3.6786221330725852 0 0 0
2953 1 -1.2 5.634187459848688 12.313809919019269 3.1609372502496114 1 0 0
997 1 -1.2 3.411102705715973 10.440439152707686 4.29967871823161 0 1 0
1960 1 -1.2 3.051401992599047 11.081994887662791 6.793268737810815 1 0 0
866 1 -1.2 3.729958789774705 8.269628752945973 2.9395314520566957 1 0 1
819 2 2.4 2.5958916381737787 9.443358098367135 3.2705744157282437 0 0 0
2667 2 2.4 7.6481445981138165 8.646731986064799 3.3205821846093153 -1 0 -1
2084 1 -1.2 7.739182146300115 12.647596694999228 4.687793629574708 1 0 0
676 1 -1.2 8.165476252470937 7.956668682136557 4.732661622066372 0 0 0
883 1 -1.2 11.814746804874545 12.174744244120339 6.2978180838185835 1 0 0
2027 1 -1.2 9.365164514665377 8.167546840350576 7.114859503671641 0 1 0
2460 2 2.4 12.561925235501091 10.979448903554282 7.176186069133544 0 0 0
577 1 -1.2 12.923923658841826 7.928660153737368 2.618008119966897 0 0 1
2197 1 -1.2 11.4965977702318 9.811461306135676 7.584500706191114 0 0 0
574 1 -1.2 13.725438914180057 10.438173027758811 6.067411330037322 0 0 0
2897 1 -1.2 13.353669199118618 10.485887099848703 3.5449329392284605 0 1 0
555 2 2.4 14.29197304944678 11.190560442761939 4.760537798492541 0 0 1
332 1 -1.2 15.859835293915786 10.944674384444879 4.543782676565752 0 0 0
1146 2 2.4 16.911292769041324 9.919002340819446 3.9031734209663607 0 0 1
340 1 -1.2 16.65621301106077 8.420448895574218 4.542413155728569 0 0 0
2752 1 -1.2 18.476437011079852 10.239909034779739 4.038510067326127 1 0 1
2293 1 -1.2 20.090749708530456 8.385216202201832 4.920584953255033 0 0 0
2236 1 -1.2 20.018654053412792 10.762472141468702 6.090440874387132 0 1 1
2661 2 2.4 20.005837187022554 10.023790903655858 4.655400863889591 0 0 0
1157 1 -1.2 21.385758012740347 10.464697407280978 3.849971825016917 -1 0 0
2412 2 2.4 20.339977586985675 10.896606930182239 7.650026202854857 -1 0 1
1708 1 -1.2 21.900244566913855 11.34714642901206 7.833691998187803 0 1 0
2421 2 2.4 23.02597742027061 10.612815814171075 3.5492276108777094 0 0 0
88 1 -1.2 23.311500853315177 12.26986103777292 3.3581311759346764 0 0 1
2128 1 -1.2 24.80812004383623 7.9762371789740225 5.8998481158081155 0 0 0
1584 2 2.4 23.573491283675313 7.930955585887979 7.014542799352954 -1 0 1
1266 2 2.4 25.424454988953077 9.497901585596882 5.556342214493219 -1 0 0
1409 1 -1.2 24.001823428004073 10.194681847180783 4.864829540222952 -1 0 1
