LAMMPS data file

300 atoms
2 atom types

0 16.810730104224724 xlo xhi
0 16.810730104224724 ylo yhi
0 16.810730104224724 zlo zhi

Masses

1 15.9994  # O
2 28.0855  # Si

Atoms

1 2 1.135977 3.247662 13.219238
2 1 6.357203 7.591498 10.662997
3 1 0.967900 10.230796 9.898735
4 1 2.138099 0.275598 15.246075
5 1 10.035630 13.810903 10.441061
6 1 8.226219 9.270006 15.350153
7 2 9.141348 6.231248 3.234368
8 1 15.337698 3.000978 11.992536
9 2 13.330374 12.748807 7.517749
10 1 7.930744 9.679157 8.617931
11 2 11.957280 1.610628 15.970917
12 1 9.451435 7.879865 12.407726
13 1 16.435313 10.681714 6.693974
14 1 15.219190 15.681819 3.741284
15 1 12.824864 2.119326 14.248701
16 1 14.265377 15.576315 4.592200
17 1 14.179009 6.240340 11.038788
18 2 14.433861 6.618382 8.720689
19 1 6.042546 14.000950 5.476611
20 2 0.535869 3.561179 8.934788
21 1 12.293629 1.496368 3.409591
22 1 5.497442 8.657471 1.633408
23 1 0.715777 9.195468 9.773067
24 1 5.435563 16.391080 9.792613
25 1 15.097403 11.070966 2.953715
26 2 14.615586 2.770687 4.010693
27 2 11.704323 6.558172 2.542939
28 2 1.666020 15.614220 10.612240
29 2 11.727028 15.283806 13.631791
30 1 6.051669 10.008875 11.273523
31 1 9.174762 11.662956 4.648636
32 2 1.447650 3.376415 3.762702
33 2 14.145665 9.708599 9.562421
34 1 12.990357 5.371225 12.738066
35 2 14.035963 2.423373 2.708636
36 2 10.528658 6.222775 3.562876
37 1 11.247544 7.417641 5.343489
38 2 9.998039 9.540688 15.401770
39 2 4.591293 16.720642 15.716055
40 1 8.123393 4.073544 5.373712
41 2 8.478623 0.004003 4.018079
42 2 15.216971 1.393439 2.265175
43 2 13.902281 5.169767 1.547159
44 1 0.185557 1.243058 1.485235
45 2 1.443001 9.179930 6.659560
46 1 14.666382 15.108223 10.551528
47 1 10.896107 8.531848 1.469259
48 2 4.984018 14.518815 10.015549
49 1 2.799086 0.227477 4.429237
50 1 11.133429 16.002989 12.482742
51 1 0.182277 5.460449 16.421773
52 1 6.324465 11.298040 16.659056
53 1 6.341824 3.867279 11.319729
54 2 16.647318 2.935062 9.774999
55 1 2.268319 6.533427 12.381574
56 1 10.260166 10.493114 3.262024
57 1 9.184852 4.835479 5.550341
58 1 1.541358 7.667231 7.510905
59 1 15.784294 6.082946 9.347375
60 1 16.425983 12.805493 2.499090
61 2 2.748456 0.694280 9.155276
62 1 12.681616 6.236911 6.697556
63 2 15.090243 9.352763 7.084657
64 2 0.190469 12.960545 14.955116
65 2 0.213939 1.351537 6.683007
66 1 0.576057 6.845057 2.364691
67 1 11.060449 0.891876 0.517246
68 2 4.139375 11.092336 8.260377
69 2 10.212832 8.671650 5.565087
70 2 16.459843 14.484076 0.837953
71 2 5.882921 0.407153 11.689991
72 2 10.078126 11.952606 16.428975
