LAMMPS data file

3000 atoms
2 atom types

0 36.21762010130505 xlo xhi
0 36.21762010130505 ylo yhi
0 36.21762010130505 zlo zhi

Masses

1 15.9994  # O
2 28.0855  # Si

Atoms

1 1 5.675532 11.057532 22.783457
2 1 33.472782 14.038829 27.531523
3 1 0.409079 16.111950 9.649120
4 1 6.428971 15.457236 5.802222
5 1 4.168985 32.045500 21.704870
6 1 9.040383 4.110056 18.724496
7 2 3.411675 19.556024 9.999048
8 1 24.698024 6.601726 4.235179
9 1 32.979640 11.404012 35.723281
10 1 10.724802 25.444734 6.494461
11 2 18.628293 15.756229 30.645321
12 2 13.914597 18.377155 19.391873
13 2 5.034110 8.520225 13.506301
14 1 18.052673 30.804717 26.019935
15 1 14.710954 26.558223 28.051048
16 1 21.287889 33.801704 12.391999
17 1 17.647172 2.725911 31.817950
18 1 23.077160 1.254514 26.946897
19 1 18.078162 21.341115 26.671333
20 1 24.188835 17.305183 23.923400
21 1 29.977805 9.090979 19.227282
22 2 20.785449 25.964987 18.084966
23 1 26.044774 10.836543 35.441239
24 1 21.892142 5.689731 2.298806
25 2 6.114851 1.359326 14.808049
26 2 22.236658 30.775205 2.256556
27 2 24.479414 9.503033 28.356051
28 1 22.756190 26.608169 27.799655
29 1 24.408120 15.924895 25.731647
30 2 6.472063 29.111809 35.305315
31 1 20.498760 24.230037 5.677738
32 2 5.036033 6.911209 29.190803
33 1 8.399300 3.048977 21.651264
34 1 18.435439 18.180234 18.256646
35 1 28.434587 28.157854 2.877502
36 1 22.940781 23.960686 8.338017
37 2 14.888366 35.752426 17.707886
38 1 23.607333 14.586406 4.549979
39 2 22.042224 0.409459 15.365222
40 1 11.601205 13.012835 20.537195
41 1 3.414886 24.412186 27.306452
42 2 33.152967 11.855990 25.177447
43 2 20.123865 32.301578 31.495823
44 2 12.290235 4.705946 24.556076
45 2 13.061795 34.008470 14.722995
46 1 16.847527 10.943353 23.437579
47 2 5.029995 22.754962 21.786622
48 1 14.071268 17.635828 22.384738
49 1 33.322168 28.404617 18.334894
50 1 6.610013 7.664696 21.210429
51 2 34.855110 27.297961 32.486125
52 1 10.341371 8.532507 9.278957
53 1 1.717679 3.607412 8.185373
54 1 28.949975 4.624066 32.626891
55 1 13.768360 20.313045 12.281051
56 1 33.003518 16.447613 0.770263
57 1 11.244641 30.329918 33.656184
58 2 21.511709 12.942211 16.152206
59 1 14.641063 31.387544 29.883115
60 1 25.230069 1.256552 15.979114
61 2 22.262952 14.205591 25.556939
62 2 0.823783 4.518814 19.430208
63 1 17.525273 4.380823 33.000646
64 2 17.962132 35.975345 10.838214
65 1 9.985438 21.524288 32.890397
66 2 26.090349 1.229277 14.477549
67 1 22.518381 9.517619 12.165484
68 1 4.223251 19.285984 11.924130
69 1 16.487037 20.152214 10.227019
70 1 1.886675 19.763625 10.857055
71 2 35.806443 15.598489 26.079280
72 1 34.172458 27.251098 2.233252
73 1 18.242817 28.359311 27.388772
74 2 3.181935 4.604527 18.415851
75 1 29.148778 14.910165 16.086060
76 1 17.294791 15.370338 18.433079
77 1 33.308659 5.241109 4.944890
78 1 28.247068 6.736145 11.934484
79 2 5.296177 2.159102 2.357205
80 1 11.405537 7.844749 33.307616
81 1 27.580994 15.971986 4.403359
82 1 14.901929 7.201543 7.133992
83 1 7.782252 11.673158 5.898685
84 1 12.791945 1.625066 5.157729
85 1 9.011364 5.288483 11.588437
86 1 14.457561 7.649064 7.503086
87 1 23.214737 22.234775 11.040146
88 1 8.055853 1.735503 33.335219
89 1 27.444043 23.234299 1.022466
90 1 12.929745 6.514804 32.798831
91 2 28.475672 34.881400 28.372779
92 1 22.885365 23.389006 26.017204
93 2 24.427941 0.299973 28.347544
94 1 28.851956 34.504833 33.993669
95 1 35.961178 0.625373 20.610676
96 1 29.293458 19.117589 3.588473
97 1 12.519773 35.136182 34.940751
98 1 33.619533 7.280331 7.458254
99 2 21.645544 15.737342 35.795383
